Gene,NCBI_Gene_ID,Description,Function,GO_Terms,KEGG_Terms
ALG7,852545,N/A,"Enables UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity. Involved in aerobic respiration and protein N-linked glycosylation. Located in endoplasmic reticulum. Part of UDP-N-acetylglucosamine transferase complex. Human ortholog(s) of this gene implicated in congenital disorder of glycosylation Ij and congenital myasthenic syndrome 13. Orthologous to human DPAGT1 (dolichyl-phosphate N-acetylglucosaminephosphotransferase 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SPO23,852552,N/A,"Involved in meiotic cell cycle. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
RCF3,852558,N/A,"Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SDH8,852572,N/A,"Enables protein folding chaperone. Involved in mitochondrial respiratory chain complex II assembly. Located in mitochondrial matrix. Orthologous to human SDHAF4 (succinate dehydrogenase complex assembly factor 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
UBX7,852576,N/A,"Involved in sporulation resulting in formation of a cellular spore and ubiquitin-dependent protein catabolic process. Located in nuclear envelope. Orthologous to human UBXN4 (UBX domain protein 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SAF1,852583,N/A,"Contributes to ubiquitin-protein transferase activity. Involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process. Part of SCF ubiquitin ligase complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YBR284W,852587,N/A,"Predicted to be located in membrane. Predicted to be active in cytosol. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YBR285W,852588,N/A,"Enables ribosome binding activity. Involved in autophagy. Is active in autophagosome. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YBR287W,852590,N/A,"Predicted to act upstream of or within transmembrane transport. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
SUL1,852638,N/A,"Enables DNA-binding transcription activator activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in cyanamide metabolic process and positive regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MAL33,852600,N/A,"Predicted to enable DNA-binding transcription factor activity. Predicted to be involved in regulation of DNA-templated transcription. Predicted to act upstream of or within DNA-templated transcription; maltose metabolic process; and regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
MAL32,852602,N/A,"Enables alpha-1,4-glucosidase activity and glucan 1,4-alpha-maltotriohydrolase activity. Involved in maltose catabolic process and sucrose catabolic process. Located in plasma membrane. Human ortholog(s) of this gene implicated in cystinuria. Orthologous to human SLC3A1 (solute carrier family 3 member 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
COS2,852605,N/A,"Predicted to be involved in protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway. Located in endosome. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
LEU2,850342,N/A,"Enables 3-isopropylmalate dehydrogenase activity. Involved in L-leucine biosynthetic process and glyoxylate cycle. Located in cytosol. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YCL019W,850340,N/A,"Predicted to enable several functions, including DNA polymerase activity; RNA nuclease activity; and peptidase activity. Predicted to be involved in retrotransposition. Predicted to act upstream of or within several processes, including DNA metabolic process; transposition; and viral translational frameshifting. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YCL021W-A,850338,N/A,"Located in fungal-type vacuole. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
FRM2,850332,N/A,"Enables oxidoreductase activity, acting on NAD(P)H. Involved in cellular response to oxidative stress and negative regulation of fatty acid metabolic process. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HBN1,850331,N/A,"Predicted to enable oxidoreductase activity. Predicted to act upstream of or within cellular response to oxidative stress. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
FUS1,850330,N/A,"Involved in cytogamy and maintenance of protein location in cell cortex. Located in mating projection tip and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HIS4,850327,N/A,"Enables histidinol dehydrogenase activity; phosphoribosyl-AMP cyclohydrolase activity; and phosphoribosyl-ATP diphosphatase activity. Involved in L-histidine biosynthetic process. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GRX1,850322,N/A,"Enables glutathione peroxidase activity and glutathione transferase activity. Involved in cellular response to oxidative stress and protein glutathionylation. Located in cytoplasm and nucleus. Orthologous to human GLRX2 (glutaredoxin 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ATG22,850319,N/A,"Involved in amino acid transmembrane export from vacuole. Located in fungal-type vacuole membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GID7,850318,N/A,"Involved in negative regulation of gluconeogenesis and proteasome-mediated ubiquitin-dependent protein catabolic process. Located in peroxisome. Part of GID complex. Orthologous to human WDR26 (WD repeat domain 26). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GLK1,850317,N/A,"Enables glucokinase activity. Involved in D-glucose import; glycolytic process; and hexose metabolic process. Located in cytosol and plasma membrane. Used to study hyperglycemia; hyperinsulinemic hypoglycemia; maturity-onset diabetes of the young; and neonatal diabetes mellitus. Human ortholog(s) of this gene implicated in several diseases, including Charcot-Marie-Tooth disease type 4G; anemia (multiple); artery disease (multiple); glucose metabolism disease (multiple); and hematologic cancer (multiple). Orthologous to several human genes including GCK (glucokinase). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
PDI1,850314,N/A,"Enables protein disulfide isomerase activity; protein-disulfide reductase activity; and unfolded protein binding activity. Involved in mannose trimming involved in glycoprotein ERAD pathway and protein folding. Located in endoplasmic reticulum lumen. Human ortholog(s) of this gene implicated in autoimmune hepatitis. Orthologous to several human genes including PDIA3 (protein disulfide isomerase family A member 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MGR1,850313,N/A,"Enables misfolded protein binding activity. Involved in protein quality control for misfolded or incompletely synthesized proteins. Located in mitochondrion. Part of i-AAA complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YCL048W-A,3799968,N/A,"Located in cell periphery and fungal-type vacuole. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YCL049C,850308,N/A,"Located in membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
APA1,851087,N/A,"Enables fatty acid elongase activity. Involved in late endosome to vacuole transport via multivesicular body sorting pathway; lipid biosynthetic process; and post-Golgi vesicle-mediated transport. Located in endoplasmic reticulum. Human ortholog(s) of this gene implicated in corneal dystrophy; spinocerebellar ataxia type 34; and spinocerebellar ataxia type 38. Orthologous to several human genes including ELOVL1 (ELOVL fatty acid elongase 1); ELOVL3 (ELOVL fatty acid elongase 3); and ELOVL4 (ELOVL fatty acid elongase 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
LRE1,850306,N/A,"Enables protein kinase inhibitor activity. Involved in fungal-type cell wall organization. Located in cellular bud neck. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PBN1,850305,N/A,"Contributes to mannosyltransferase activity. Involved in ERAD pathway; GPI anchor biosynthetic process; and protein processing. Located in endoplasmic reticulum. Part of glycosylphosphatidylinositol-mannosyltransferase I complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PRD1,850301,N/A,"Enables metalloendopeptidase activity. Involved in proteolysis. Located in Golgi apparatus; fungal-type vacuole; and mitochondrial intermembrane space. Orthologous to several human genes including NLN (neurolysin). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CHA1,850295,N/A,"Enables L-serine ammonia-lyase activity and threonine deaminase activity. Involved in L-serine catabolic process and threonine catabolic process. Located in mitochondrial nucleoid. Orthologous to human SDS (serine dehydratase) and SDSL (serine dehydratase like). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YCP4,850360,N/A,"Predicted to enable FMN binding activity and NAD(P)H dehydrogenase (quinone) activity. Acts upstream of or within positive regulation of ferroptosis. Located in eisosome and plasma membrane. Is active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CIT2,850361,N/A,"Enables citrate (Si)-synthase activity. Involved in citrate metabolic process. Located in peroxisome. Human ortholog(s) of this gene implicated in dilated cardiomyopathy and hypertrophic cardiomyopathy. Orthologous to human CS (citrate synthase). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
RVS161,850367,N/A,"Enables cytoskeletal protein binding activity. Contributes to lipid binding activity. Involved in several processes, including actin cortical patch localization; lipid tube assembly; and plasma membrane tubulation. Located in actin cortical patch; mating projection; and membrane raft. Part of Rvs161p-Rvs167p complex. Orthologous to human BIN3 (bridging integrator 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ADP1,850369,N/A,"Predicted to enable ATPase-coupled transmembrane transporter activity. Predicted to be involved in transmembrane transport. Located in endoplasmic reticulum and fungal-type vacuole membrane. Human ortholog(s) of this gene implicated in gout; hematologic cancer (multiple); renal cell carcinoma; and toxic encephalopathy. Orthologous to human ABCG2 (ATP binding cassette subfamily G member 2 (JR blood group)). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PGK1,850370,N/A,"Enables phosphoglycerate kinase activity. Involved in gluconeogenesis and glycolytic process. Located in mitochondrion. Used to study cancer. Human ortholog(s) of this gene implicated in hemolytic anemia and phosphoglycerate kinase 1 deficiency. Orthologous to several human genes including PGK2 (phosphoglycerate kinase 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HSP30,850385,N/A,"Involved in negative regulation of ATP-dependent activity. Located in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SYP1,850396,N/A,"Enables enzyme inhibitor activity. Involved in actin cortical patch assembly and septin cytoskeleton organization. Located in several cellular components, including cellular bud neck septin ring; endocytic patch; and mating projection base. Human ortholog(s) of this gene implicated in primary immunodeficiency disease. Orthologous to human FCHO1 (FCH and mu domain containing endocytic adaptor 1) and FCHO2 (FCH and mu domain containing endocytic adaptor 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YCR061W,850425,N/A,"Involved in regulation of cell size. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CPR4,850433,N/A,"Predicted to enable cyclosporin A binding activity and peptidyl-prolyl cis-trans isomerase activity. Predicted to be involved in protein folding. Predicted to act upstream of or within regulation of transcription by RNA polymerase II. Located in fungal-type vacuole. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
